data,cd,grupo,indicador,valor
18/08/2025,SBC,8. Pedidos Consolidados,Pedidos Planejados,
18/08/2025,SBC,8. Pedidos Consolidados,% Atingimento,
18/08/2025,SBC,9. Faturamento,Faturamento Realizado,
18/08/2025,SBC,9. Faturamento,% Atingimento,
18/08/2025,SBC,6. Abastecimento,Abastecimento Realizado DUN,
18/08/2025,SBC,6. Abastecimento,Abastecimento Projetado DUN,
18/08/2025,SBC,6. Abastecimento,% Atingimento,
18/08/2025,SBC,10. Coletas em Pulmão,Coletas Totais,
18/08/2025,SBC,10. Coletas em Pulmão,Coletas em Pulmão,
18/08/2025,SBC,10. Coletas em Pulmão,% Coletas em Pulmão,
18/08/2025,SBC,11. Rupturas,Total de Rupturas,
18/08/2025,SBC,11. Rupturas,# Mezanino,
18/08/2025,SBC,11. Rupturas,% Mezanino,
18/08/2025,SBC,11. Rupturas,# DUN,
18/08/2025,SBC,11. Rupturas,% DUN,
18/08/2025,SBC,11. Rupturas,# Painel,
18/08/2025,SBC,11. Rupturas,% Painel de Integração,
18/08/2025,SBC,12. Ocorrências no Cliente,Total de Ocorrências,
18/08/2025,SBC,12. Ocorrências no Cliente,Falta de Item,
18/08/2025,SBC,12. Ocorrências no Cliente,Troca de Item,
18/08/2025,SBC,12. Ocorrências no Cliente,Avaria de Item,
18/08/2025,SBC,12. Ocorrências no Cliente,Sobra de Item,
18/08/2025,SBC,12. Ocorrências no Cliente,Ocorrência Média últimos 30 dias,
18/08/2025,SBC,13. Custos de Avarias e Perdas,Perdas Totais,
18/08/2025,SBC,13. Custos de Avarias e Perdas,R$ Avaria Interna,
18/08/2025,SBC,13. Custos de Avarias e Perdas,R$ Extravios,
18/08/2025,RS,1. Performance de Embarque,% Performance de embarque (Data planejada),
18/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.1 Demanda Total Pedidos (Programados para o dia + passivo),
18/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2 Pedidos Pendentes de consolidação  (Do dia + passivo),
18/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2.1 Pedidos da data (com bancos),
18/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2.2 Pedidos do Passivo,
18/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.3 Pedidos fora de carga (Ainda não estão na etapa do DUN),
18/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.4 Pedidos sem Nota Fiscal (ainda nas primeiras etapas do processo),
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos do dia,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Atrasos Transportadoras - Pronto para embarque,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Atrasos Operações Próprias - Pronto para embarque,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pendente de consolidação,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pronto Após o horário de corte - Pronto para embarque,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Operação Especial Sodexo,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Transferências,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Total Atrasos,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 1 dia,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
18/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
18/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
18/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
18/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
18/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
18/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
18/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 2 a 5 dias,
18/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 6 a 10 dias,
18/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 11 a 15 dias,
18/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - acima de 15 dias,
18/08/2025,RS,5. Retorno para Reembarque,Retoro para Reembarque,
18/08/2025,RS,5. Retorno para Reembarque,Exclusão de Romaneio,
18/08/2025,RS,5. Retorno para Reembarque,Total Atrasos,
18/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - até 1 dia,
18/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 2 a 5 dias,
18/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 6 a 10 dias,
18/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 11 a 15 dias,
18/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - acima de 15 dias,
18/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 16 a 20 dias,
18/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 21 a 30 dias,
18/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - acima de 30 dias,
18/08/2025,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Previstas PCP,
18/08/2025,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Planejadas PCP,
18/08/2025,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),% Atingimento,
18/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Linhas Faturadas,
18/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Total Linhas Separadas (DUN + FRAC + Bancos),
18/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),% Atingimento Separação x Capacidade,
18/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado FRAC,
18/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado DUN,
18/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado Bancos,
18/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Backlog 18hrs do D-1,
18/08/2025,RS,8. Pedidos Consolidados,Pedidos Consolidados (sem bancos),
18/08/2025,RS,8. Pedidos Consolidados,Pedidos Consolidados (Só bancos),
18/08/2025,RS,8. Pedidos Consolidados,Total Consolidação,
18/08/2025,RS,8. Pedidos Consolidados,Pedidos Planejados,
18/08/2025,RS,8. Pedidos Consolidados,% Atingimento,
18/08/2025,RS,9. Faturamento,Faturamento Realizado,
18/08/2025,RS,9. Faturamento,% Atingimento,
18/08/2025,RS,6. Abastecimento,Abastecimento Realizado DUN,
18/08/2025,RS,6. Abastecimento,Abastecimento Projetado DUN,
18/08/2025,RS,6. Abastecimento,% Atingimento,
18/08/2025,RS,10. Coletas em Pulmão,Coletas Totais,
18/08/2025,RS,10. Coletas em Pulmão,Coletas em Pulmão,
18/08/2025,RS,10. Coletas em Pulmão,% Coletas em Pulmão,
18/08/2025,RS,11. Rupturas,Total de Rupturas,
18/08/2025,RS,11. Rupturas,# Mezanino,
18/08/2025,RS,11. Rupturas,% Mezanino,
18/08/2025,RS,11. Rupturas,# DUN,
18/08/2025,RS,11. Rupturas,% DUN,
18/08/2025,RS,11. Rupturas,# Painel,
18/08/2025,RS,11. Rupturas,% Painel de Integração,
18/08/2025,RS,12. Ocorrências no Cliente,Total de Ocorrências,
18/08/2025,RS,12. Ocorrências no Cliente,Falta de Item,
18/08/2025,RS,12. Ocorrências no Cliente,Troca de Item,
18/08/2025,RS,12. Ocorrências no Cliente,Avaria de Item,
18/08/2025,RS,12. Ocorrências no Cliente,Sobra de Item,
18/08/2025,RS,12. Ocorrências no Cliente,Ocorrência Média últimos 30 dias,
18/08/2025,RS,13. Custos de Avarias e Perdas,Perdas Totais,
18/08/2025,RS,13. Custos de Avarias e Perdas,R$ Avaria Interna,
18/08/2025,RS,13. Custos de Avarias e Perdas,R$ Extravios,
19/08/2025,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),
19/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.1 Demanda Total Pedidos (Programados para o dia + passivo),
19/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2 Pedidos Pendentes de consolidação  (Do dia + passivo),
19/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2.1 Pedidos da data (com bancos),
19/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2.2 Pedidos do Passivo,
19/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.3 Pedidos fora de carga (Ainda não estão na etapa do DUN),
19/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.4 Pedidos sem Nota Fiscal (ainda nas primeiras etapas do processo),
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos do dia,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Atrasos Transportadoras - Pronto para embarque,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Atrasos Operações Próprias - Pronto para embarque,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pendente de consolidação,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pronto Após o horário de corte - Pronto para embarque,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Operação Especial Sodexo,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Transferências,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Total Atrasos,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 1 dia,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
19/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
19/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
19/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
19/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
19/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
19/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
19/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 2 a 5 dias,
19/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 6 a 10 dias,
19/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 11 a 15 dias,
19/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - acima de 15 dias,
19/08/2025,SBC,5. Retorno para Reembarque,Retoro para Reembarque,
19/08/2025,SBC,5. Retorno para Reembarque,Exclusão de Romaneio,
19/08/2025,SBC,5. Retorno para Reembarque,Total Atrasos,
19/08/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - até 1 dia,
19/08/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 2 a 5 dias,
19/08/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 6 a 10 dias,
19/08/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 11 a 15 dias,
19/08/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - acima de 15 dias,
19/08/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 16 a 20 dias,
19/08/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 21 a 30 dias,
19/08/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - acima de 30 dias,
19/08/2025,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Previstas PCP,
19/08/2025,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Planejadas PCP,
19/08/2025,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),% Atingimento,
19/08/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Linhas Faturadas,
19/08/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Total Linhas Separadas (DUN + FRAC + Bancos),
19/08/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),% Atingimento Separação x Capacidade,
19/08/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado FRAC,
19/08/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado DUN,
19/08/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado Bancos,
19/08/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Backlog 18hrs do D-1,
19/08/2025,SBC,8. Pedidos Consolidados,Pedidos Consolidados (sem bancos),
19/08/2025,SBC,8. Pedidos Consolidados,Pedidos Consolidados (Só bancos),
19/08/2025,SBC,8. Pedidos Consolidados,Total Consolidação,
19/08/2025,SBC,8. Pedidos Consolidados,Pedidos Planejados,
19/08/2025,SBC,8. Pedidos Consolidados,% Atingimento,
19/08/2025,SBC,9. Faturamento,Faturamento Realizado,
19/08/2025,SBC,9. Faturamento,% Atingimento,
19/08/2025,SBC,6. Abastecimento,Abastecimento Realizado DUN,
19/08/2025,SBC,6. Abastecimento,Abastecimento Projetado DUN,
19/08/2025,SBC,6. Abastecimento,% Atingimento,
19/08/2025,SBC,10. Coletas em Pulmão,Coletas Totais,
19/08/2025,SBC,10. Coletas em Pulmão,Coletas em Pulmão,
19/08/2025,SBC,10. Coletas em Pulmão,% Coletas em Pulmão,
19/08/2025,SBC,11. Rupturas,Total de Rupturas,
19/08/2025,SBC,11. Rupturas,# Mezanino,
19/08/2025,SBC,11. Rupturas,% Mezanino,
19/08/2025,SBC,11. Rupturas,# DUN,
19/08/2025,SBC,11. Rupturas,% DUN,
19/08/2025,SBC,11. Rupturas,# Painel,
19/08/2025,SBC,11. Rupturas,% Painel de Integração,
19/08/2025,SBC,12. Ocorrências no Cliente,Total de Ocorrências,
19/08/2025,SBC,12. Ocorrências no Cliente,Falta de Item,
19/08/2025,SBC,12. Ocorrências no Cliente,Troca de Item,
19/08/2025,SBC,12. Ocorrências no Cliente,Avaria de Item,
19/08/2025,SBC,12. Ocorrências no Cliente,Sobra de Item,
19/08/2025,SBC,12. Ocorrências no Cliente,Ocorrência Média últimos 30 dias,
19/08/2025,SBC,13. Custos de Avarias e Perdas,Perdas Totais,
19/08/2025,SBC,13. Custos de Avarias e Perdas,R$ Avaria Interna,
19/08/2025,SBC,13. Custos de Avarias e Perdas,R$ Extravios,
19/08/2025,RS,1. Performance de Embarque,% Performance de embarque (Data planejada),
19/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.1 Demanda Total Pedidos (Programados para o dia + passivo),
19/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2 Pedidos Pendentes de consolidação  (Do dia + passivo),
19/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2.1 Pedidos da data (com bancos),
19/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2.2 Pedidos do Passivo,
19/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.3 Pedidos fora de carga (Ainda não estão na etapa do DUN),
19/08/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.4 Pedidos sem Nota Fiscal (ainda nas primeiras etapas do processo),
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos do dia,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Atrasos Transportadoras - Pronto para embarque,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Atrasos Operações Próprias - Pronto para embarque,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pendente de consolidação,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pronto Após o horário de corte - Pronto para embarque,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Operação Especial Sodexo,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Transferências,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Total Atrasos,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 1 dia,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
19/08/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
19/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
19/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
19/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
19/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
19/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
19/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 2 a 5 dias,
19/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 6 a 10 dias,
19/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 11 a 15 dias,
19/08/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - acima de 15 dias,
19/08/2025,RS,5. Retorno para Reembarque,Retoro para Reembarque,
19/08/2025,RS,5. Retorno para Reembarque,Exclusão de Romaneio,
19/08/2025,RS,5. Retorno para Reembarque,Total Atrasos,
19/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - até 1 dia,
19/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 2 a 5 dias,
19/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 6 a 10 dias,
19/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 11 a 15 dias,
19/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - acima de 15 dias,
19/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 16 a 20 dias,
19/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 21 a 30 dias,
19/08/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - acima de 30 dias,
19/08/2025,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Previstas PCP,
19/08/2025,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Planejadas PCP,
19/08/2025,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),% Atingimento,
19/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Linhas Faturadas,
19/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Total Linhas Separadas (DUN + FRAC + Bancos),
19/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),% Atingimento Separação x Capacidade,
19/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado FRAC,
19/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado DUN,
19/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado Bancos,
19/08/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Backlog 18hrs do D-1,
19/08/2025,RS,8. Pedidos Consolidados,Pedidos Consolidados (sem bancos),
19/08/2025,RS,8. Pedidos Consolidados,Pedidos Consolidados (Só bancos),
19/08/2025,RS,8. Pedidos Consolidados,Total Consolidação,
19/08/2025,RS,8. Pedidos Consolidados,Pedidos Planejados,
19/08/2025,RS,8. Pedidos Consolidados,% Atingimento,
19/08/2025,RS,9. Faturamento,Faturamento Realizado,
19/08/2025,RS,9. Faturamento,% Atingimento,
19/08/2025,RS,6. Abastecimento,Abastecimento Realizado DUN,
19/08/2025,RS,6. Abastecimento,Abastecimento Projetado DUN,
19/08/2025,RS,6. Abastecimento,% Atingimento,
19/08/2025,RS,10. Coletas em Pulmão,Coletas Totais,
19/08/2025,RS,10. Coletas em Pulmão,Coletas em Pulmão,
19/08/2025,RS,10. Coletas em Pulmão,% Coletas em Pulmão,
19/08/2025,RS,11. Rupturas,Total de Rupturas,
19/08/2025,RS,11. Rupturas,# Mezanino,
19/08/2025,RS,11. Rupturas,% Mezanino,
19/08/2025,RS,11. Rupturas,# DUN,
19/08/2025,RS,11. Rupturas,% DUN,
19/08/2025,RS,11. Rupturas,# Painel,
19/08/2025,RS,11. Rupturas,% Painel de Integração,
19/08/2025,RS,12. Ocorrências no Cliente,Total de Ocorrências,
19/08/2025,RS,12. Ocorrências no Cliente,Falta de Item,
19/08/2025,RS,12. Ocorrências no Cliente,Troca de Item,
19/08/2025,RS,12. Ocorrências no Cliente,Avaria de Item,
19/08/2025,RS,12. Ocorrências no Cliente,Sobra de Item,
19/08/2025,RS,12. Ocorrências no Cliente,Ocorrência Média últimos 30 dias,
19/08/2025,RS,13. Custos de Avarias e Perdas,Perdas Totais,
19/08/2025,RS,13. Custos de Avarias e Perdas,R$ Avaria Interna,
19/08/2025,RS,13. Custos de Avarias e Perdas,R$ Extravios,
20/08/2025,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),
20/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.1 Demanda Total Pedidos (Programados para o dia + passivo),
20/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2 Pedidos Pendentes de consolidação  (Do dia + passivo),
20/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2.1 Pedidos da data (com bancos),
20/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2.2 Pedidos do Passivo,
20/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.3 Pedidos fora de carga (Ainda não estão na etapa do DUN),
20/08/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.4 Pedidos sem Nota Fiscal (ainda nas primeiras etapas do processo),
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos do dia,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Atrasos Transportadoras - Pronto para embarque,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Atrasos Operações Próprias - Pronto para embarque,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pendente de consolidação,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pronto Após o horário de corte - Pronto para embarque,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Operação Especial Sodexo,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Transferências,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Total Atrasos,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 1 dia,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
20/08/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
20/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
20/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
20/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
20/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
20/08/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
