data,cd,grupo,indicador,valor
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
14/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
14/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
14/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
14/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
14/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
14/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
14/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 2 a 5 dias,
14/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 6 a 10 dias,
14/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 11 a 15 dias,
14/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - acima de 15 dias,
14/04/2026,SBC,5. Retorno para Reembarque,Retoro para Reembarque,
14/04/2026,SBC,5. Retorno para Reembarque,Exclusão de Romaneio,
14/04/2026,SBC,5. Retorno para Reembarque,Total Atrasos,
14/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - até 1 dia,
14/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 2 a 5 dias,
14/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 6 a 10 dias,
14/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 11 a 15 dias,
14/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - acima de 15 dias,
14/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 16 a 20 dias,
14/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 21 a 30 dias,
14/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - acima de 30 dias,
14/04/2026,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Previstas PCP,
14/04/2026,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Planejadas PCP,
14/04/2026,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),% Atingimento,
14/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Linhas Faturadas,
14/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Total Linhas Separadas (DUN + FRAC + Bancos),
14/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),% Atingimento Separação x Capacidade,
14/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado FRAC,
14/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado DUN,
14/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado Bancos,
14/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Backlog 18hrs do D-1,
14/04/2026,SBC,8. Pedidos Consolidados,Pedidos Consolidados (sem bancos),
14/04/2026,SBC,8. Pedidos Consolidados,Pedidos Consolidados (Só bancos),
14/04/2026,SBC,8. Pedidos Consolidados,Total Consolidação,
14/04/2026,SBC,8. Pedidos Consolidados,Pedidos Planejados,
14/04/2026,SBC,8. Pedidos Consolidados,% Atingimento,
14/04/2026,SBC,9. Faturamento,Faturamento Realizado,
14/04/2026,SBC,9. Faturamento,% Atingimento,
14/04/2026,SBC,6. Abastecimento,Abastecimento Realizado DUN,
14/04/2026,SBC,6. Abastecimento,Abastecimento Projetado DUN,
14/04/2026,SBC,6. Abastecimento,% Atingimento,
14/04/2026,SBC,10. Coletas em Pulmão,Coletas Totais,
14/04/2026,SBC,10. Coletas em Pulmão,Coletas em Pulmão,
14/04/2026,SBC,10. Coletas em Pulmão,% Coletas em Pulmão,
14/04/2026,SBC,11. Rupturas,Total de Rupturas,
14/04/2026,SBC,11. Rupturas,# Mezanino,
14/04/2026,SBC,11. Rupturas,% Mezanino,
14/04/2026,SBC,11. Rupturas,# DUN,
14/04/2026,SBC,11. Rupturas,% DUN,
14/04/2026,SBC,11. Rupturas,# Painel,
14/04/2026,SBC,11. Rupturas,% Painel de Integração,
14/04/2026,SBC,12. Ocorrências no Cliente,Total de Ocorrências,
14/04/2026,SBC,12. Ocorrências no Cliente,Falta de Item,
14/04/2026,SBC,12. Ocorrências no Cliente,Troca de Item,
14/04/2026,SBC,12. Ocorrências no Cliente,Avaria de Item,
14/04/2026,SBC,12. Ocorrências no Cliente,Sobra de Item,
14/04/2026,SBC,12. Ocorrências no Cliente,Ocorrência Média últimos 30 dias,
14/04/2026,SBC,13. Custos de Avarias e Perdas,Perdas Totais,
14/04/2026,SBC,13. Custos de Avarias e Perdas,R$ Avaria Interna,
14/04/2026,SBC,13. Custos de Avarias e Perdas,R$ Extravios,
14/04/2026,RS,1. Performance de Embarque,% Performance de embarque (Data planejada),
14/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.1 Demanda Total Pedidos (Programados para o dia + passivo),
14/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.2 Pedidos Pendentes de consolidação  (Do dia + passivo),
14/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.2.1 Pedidos da data (com bancos),
14/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.2.2 Pedidos do Passivo,
14/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.3 Pedidos fora de carga (Ainda não estão na etapa do DUN),
14/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.4 Pedidos sem Nota Fiscal (ainda nas primeiras etapas do processo),
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos do dia,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Atrasos Transportadoras - Pronto para embarque,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Atrasos Operações Próprias - Pronto para embarque,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pendente de consolidação,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pronto Após o horário de corte - Pronto para embarque,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Operação Especial Sodexo,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Atraso Transferências,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Total Atrasos,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 1 dia,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
14/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
14/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
14/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
14/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
14/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
14/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
14/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 2 a 5 dias,
14/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 6 a 10 dias,
14/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 11 a 15 dias,
14/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - acima de 15 dias,
14/04/2026,RS,5. Retorno para Reembarque,Retoro para Reembarque,
14/04/2026,RS,5. Retorno para Reembarque,Exclusão de Romaneio,
14/04/2026,RS,5. Retorno para Reembarque,Total Atrasos,
14/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - até 1 dia,
14/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - 2 a 5 dias,
14/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - 6 a 10 dias,
14/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - 11 a 15 dias,
14/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - acima de 15 dias,
14/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - 16 a 20 dias,
14/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - 21 a 30 dias,
14/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - acima de 30 dias,
14/04/2026,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Previstas PCP,
14/04/2026,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Planejadas PCP,
14/04/2026,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),% Atingimento,
14/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Linhas Faturadas,
14/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Total Linhas Separadas (DUN + FRAC + Bancos),
14/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),% Atingimento Separação x Capacidade,
14/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado FRAC,
14/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado DUN,
14/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado Bancos,
14/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Backlog 18hrs do D-1,
14/04/2026,RS,8. Pedidos Consolidados,Pedidos Consolidados (sem bancos),
14/04/2026,RS,8. Pedidos Consolidados,Pedidos Consolidados (Só bancos),
14/04/2026,RS,8. Pedidos Consolidados,Total Consolidação,
14/04/2026,RS,8. Pedidos Consolidados,Pedidos Planejados,
14/04/2026,RS,8. Pedidos Consolidados,% Atingimento,
14/04/2026,RS,9. Faturamento,Faturamento Realizado,
14/04/2026,RS,9. Faturamento,% Atingimento,
14/04/2026,RS,6. Abastecimento,Abastecimento Realizado DUN,
14/04/2026,RS,6. Abastecimento,Abastecimento Projetado DUN,
14/04/2026,RS,6. Abastecimento,% Atingimento,
14/04/2026,RS,10. Coletas em Pulmão,Coletas Totais,
14/04/2026,RS,10. Coletas em Pulmão,Coletas em Pulmão,
14/04/2026,RS,10. Coletas em Pulmão,% Coletas em Pulmão,
14/04/2026,RS,11. Rupturas,Total de Rupturas,
14/04/2026,RS,11. Rupturas,# Mezanino,
14/04/2026,RS,11. Rupturas,% Mezanino,
14/04/2026,RS,11. Rupturas,# DUN,
14/04/2026,RS,11. Rupturas,% DUN,
14/04/2026,RS,11. Rupturas,# Painel,
14/04/2026,RS,11. Rupturas,% Painel de Integração,
14/04/2026,RS,12. Ocorrências no Cliente,Total de Ocorrências,
14/04/2026,RS,12. Ocorrências no Cliente,Falta de Item,
14/04/2026,RS,12. Ocorrências no Cliente,Troca de Item,
14/04/2026,RS,12. Ocorrências no Cliente,Avaria de Item,
14/04/2026,RS,12. Ocorrências no Cliente,Sobra de Item,
14/04/2026,RS,12. Ocorrências no Cliente,Ocorrência Média últimos 30 dias,
14/04/2026,RS,13. Custos de Avarias e Perdas,Perdas Totais,
14/04/2026,RS,13. Custos de Avarias e Perdas,R$ Avaria Interna,
14/04/2026,RS,13. Custos de Avarias e Perdas,R$ Extravios,
15/04/2026,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),
15/04/2026,SBC,2. Pedidos para separar hoje (visão das 09h),2.1 Demanda Total Pedidos (Programados para o dia + passivo),
15/04/2026,SBC,2. Pedidos para separar hoje (visão das 09h),2.2 Pedidos Pendentes de consolidação  (Do dia + passivo),
15/04/2026,SBC,2. Pedidos para separar hoje (visão das 09h),2.2.1 Pedidos da data (com bancos),
15/04/2026,SBC,2. Pedidos para separar hoje (visão das 09h),2.2.2 Pedidos do Passivo,
15/04/2026,SBC,2. Pedidos para separar hoje (visão das 09h),2.3 Pedidos fora de carga (Ainda não estão na etapa do DUN),
15/04/2026,SBC,2. Pedidos para separar hoje (visão das 09h),2.4 Pedidos sem Nota Fiscal (ainda nas primeiras etapas do processo),
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos do dia,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Atrasos Transportadoras - Pronto para embarque,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Atrasos Operações Próprias - Pronto para embarque,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pendente de consolidação,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pronto Após o horário de corte - Pronto para embarque,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Operação Especial Sodexo,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Atraso Transferências,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Total Atrasos,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 1 dia,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
15/04/2026,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
15/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
15/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
15/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
15/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
15/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
15/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 2 a 5 dias,
15/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 6 a 10 dias,
15/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 11 a 15 dias,
15/04/2026,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - acima de 15 dias,
15/04/2026,SBC,5. Retorno para Reembarque,Retoro para Reembarque,
15/04/2026,SBC,5. Retorno para Reembarque,Exclusão de Romaneio,
15/04/2026,SBC,5. Retorno para Reembarque,Total Atrasos,
15/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - até 1 dia,
15/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 2 a 5 dias,
15/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 6 a 10 dias,
15/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 11 a 15 dias,
15/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - acima de 15 dias,
15/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 16 a 20 dias,
15/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 21 a 30 dias,
15/04/2026,SBC,5. Retorno para Reembarque,Pedidos em Atraso - acima de 30 dias,
15/04/2026,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Previstas PCP,
15/04/2026,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Planejadas PCP,
15/04/2026,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),% Atingimento,
15/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Linhas Faturadas,
15/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Total Linhas Separadas (DUN + FRAC + Bancos),
15/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),% Atingimento Separação x Capacidade,
15/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado FRAC,
15/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado DUN,
15/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado Bancos,
15/04/2026,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Backlog 18hrs do D-1,
15/04/2026,SBC,8. Pedidos Consolidados,Pedidos Consolidados (sem bancos),
15/04/2026,SBC,8. Pedidos Consolidados,Pedidos Consolidados (Só bancos),
15/04/2026,SBC,8. Pedidos Consolidados,Total Consolidação,
15/04/2026,SBC,8. Pedidos Consolidados,Pedidos Planejados,
15/04/2026,SBC,8. Pedidos Consolidados,% Atingimento,
15/04/2026,SBC,9. Faturamento,Faturamento Realizado,
15/04/2026,SBC,9. Faturamento,% Atingimento,
15/04/2026,SBC,6. Abastecimento,Abastecimento Realizado DUN,
15/04/2026,SBC,6. Abastecimento,Abastecimento Projetado DUN,
15/04/2026,SBC,6. Abastecimento,% Atingimento,
15/04/2026,SBC,10. Coletas em Pulmão,Coletas Totais,
15/04/2026,SBC,10. Coletas em Pulmão,Coletas em Pulmão,
15/04/2026,SBC,10. Coletas em Pulmão,% Coletas em Pulmão,
15/04/2026,SBC,11. Rupturas,Total de Rupturas,
15/04/2026,SBC,11. Rupturas,# Mezanino,
15/04/2026,SBC,11. Rupturas,% Mezanino,
15/04/2026,SBC,11. Rupturas,# DUN,
15/04/2026,SBC,11. Rupturas,% DUN,
15/04/2026,SBC,11. Rupturas,# Painel,
15/04/2026,SBC,11. Rupturas,% Painel de Integração,
15/04/2026,SBC,12. Ocorrências no Cliente,Total de Ocorrências,
15/04/2026,SBC,12. Ocorrências no Cliente,Falta de Item,
15/04/2026,SBC,12. Ocorrências no Cliente,Troca de Item,
15/04/2026,SBC,12. Ocorrências no Cliente,Avaria de Item,
15/04/2026,SBC,12. Ocorrências no Cliente,Sobra de Item,
15/04/2026,SBC,12. Ocorrências no Cliente,Ocorrência Média últimos 30 dias,
15/04/2026,SBC,13. Custos de Avarias e Perdas,Perdas Totais,
15/04/2026,SBC,13. Custos de Avarias e Perdas,R$ Avaria Interna,
15/04/2026,SBC,13. Custos de Avarias e Perdas,R$ Extravios,
15/04/2026,RS,1. Performance de Embarque,% Performance de embarque (Data planejada),
15/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.1 Demanda Total Pedidos (Programados para o dia + passivo),
15/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.2 Pedidos Pendentes de consolidação  (Do dia + passivo),
15/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.2.1 Pedidos da data (com bancos),
15/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.2.2 Pedidos do Passivo,
15/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.3 Pedidos fora de carga (Ainda não estão na etapa do DUN),
15/04/2026,RS,2. Pedidos para separar hoje (visão das 09h),2.4 Pedidos sem Nota Fiscal (ainda nas primeiras etapas do processo),
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos do dia,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Atrasos Transportadoras - Pronto para embarque,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Atrasos Operações Próprias - Pronto para embarque,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pendente de consolidação,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pronto Após o horário de corte - Pronto para embarque,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Operação Especial Sodexo,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Atraso Transferências,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Total Atrasos,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 1 dia,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
15/04/2026,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
15/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
15/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
15/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
15/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
15/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
15/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 2 a 5 dias,
15/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 6 a 10 dias,
15/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 11 a 15 dias,
15/04/2026,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - acima de 15 dias,
15/04/2026,RS,5. Retorno para Reembarque,Retoro para Reembarque,
15/04/2026,RS,5. Retorno para Reembarque,Exclusão de Romaneio,
15/04/2026,RS,5. Retorno para Reembarque,Total Atrasos,
15/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - até 1 dia,
15/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - 2 a 5 dias,
15/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - 6 a 10 dias,
15/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - 11 a 15 dias,
15/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - acima de 15 dias,
15/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - 16 a 20 dias,
15/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - 21 a 30 dias,
15/04/2026,RS,5. Retorno para Reembarque,Pedidos em Atraso - acima de 30 dias,
15/04/2026,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Previstas PCP,
15/04/2026,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Planejadas PCP,
15/04/2026,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),% Atingimento,
15/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Linhas Faturadas,
15/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Total Linhas Separadas (DUN + FRAC + Bancos),
15/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),% Atingimento Separação x Capacidade,
15/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado FRAC,
15/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado DUN,
15/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado Bancos,
15/04/2026,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Backlog 18hrs do D-1,
15/04/2026,RS,8. Pedidos Consolidados,Pedidos Consolidados (sem bancos),
15/04/2026,RS,8. Pedidos Consolidados,Pedidos Consolidados (Só bancos),
15/04/2026,RS,8. Pedidos Consolidados,Total Consolidação,
15/04/2026,RS,8. Pedidos Consolidados,Pedidos Planejados,
15/04/2026,RS,8. Pedidos Consolidados,% Atingimento,
15/04/2026,RS,9. Faturamento,Faturamento Realizado,
15/04/2026,RS,9. Faturamento,% Atingimento,
15/04/2026,RS,6. Abastecimento,Abastecimento Realizado DUN,
15/04/2026,RS,6. Abastecimento,Abastecimento Projetado DUN,
15/04/2026,RS,6. Abastecimento,% Atingimento,
15/04/2026,RS,10. Coletas em Pulmão,Coletas Totais,
15/04/2026,RS,10. Coletas em Pulmão,Coletas em Pulmão,
15/04/2026,RS,10. Coletas em Pulmão,% Coletas em Pulmão,
15/04/2026,RS,11. Rupturas,Total de Rupturas,
